time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,2471,755,749,30.3,119,4.8,976,39.5,2106,643.5,606,28.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,11338,459.9,2340,20.6,37,0.3,4660,41.1,10120,410.5,2005,19.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,6905,748.6,1805,26.1,193,2.8,1568,22.7,5984,648.8,1425,23.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,12205,1016.7,3210,26.3,1329,10.9,5644,46.2,10553,879.1,2622,24.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,3447,585.5,498,14.4,49,1.4,1141,33.1,3150,535,451,14.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,2404,467.3,392,16.3,25,1,956,39.8,2224,432.3,343,15.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4866,886.8,1105,22.7,1332,27.4,1086,22.3,4215,768.2,916,21.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2758,516.8,623,22.6,15,0.5,800,29,2453,459.7,539,22
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2054,564.8,345,16.8,58,2.8,729,35.5,1922,528.5,302,15.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3226,517.2,670,20.8,240,7.4,1056,32.7,2839,455.2,570,20.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,3517,711.9,514,14.6,c,c,916,26,3185,644.7,435,13.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2172,394.9,518,23.8,211,9.7,428,19.7,1879,341.6,443,23.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1722,385.7,244,14.2,158,9.2,518,30.1,1576,353,221,14
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,4443,654,1018,22.9,63,1.4,440,9.9,3963,583.4,869,21.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3243,479,680,21,52,1.6,633,19.5,2949,435.5,597,20.2
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2140,429.2,403,18.8,62,2.9,524,24.5,1933,387.7,352,18.2
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,6474,459.2,1010,15.6,194,3,1242,19.2,5873,416.6,851,14.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2401,520.9,508,21.2,49,2,319,13.3,2156,467.7,443,20.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,5275,804.1,1429,27.1,178,3.4,1904,36.1,4442,677.2,1129,25.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,3156,502.8,627,19.9,0,0,214,6.8,2873,457.8,558,19.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,4725,843.7,907,19.2,702,14.9,914,19.3,4174,745.3,791,19
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,6640,669.8,1709,25.7,2031,30.6,2229,33.6,5727,577.7,1389,24.3
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,11455,695,2689,23.5,1001,8.7,5595,48.8,10066,610.7,2229,22.1
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,1948,568.6,176,9,262,13.4,11,0.6,1846,538.8,156,8.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1738,490.9,340,19.6,193,11.1,805,46.3,1582,446.9,304,19.2
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,3787,322.4,606,16,0,0,1533,40.5,3551,302.3,545,15.3
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,5074,896.3,1324,26.1,377,7.4,1109,21.9,4386,774.8,1114,25.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,7102,610.7,1440,20.3,1764,24.8,1571,22.1,6314,542.9,1232,19.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,4016,569.7,1078,26.8,266,6.6,1358,33.8,3576,507.2,921,25.8
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1236,337.3,165,13.3,118,9.5,161,13,1148,313.3,149,13
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,4561,769,970,21.3,446,9.8,1485,32.6,3960,667.7,840,21.2
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,8645,564.8,1638,18.9,449,5.2,2628,30.4,7700,503.1,1423,18.5
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,3563,427.4,613,17.2,649,18.2,883,24.8,3172,380.5,523,16.5
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,6836,499.5,1161,17,3293,48.2,39,0.6,6160,450.1,976,15.8
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,6774,471.2,1101,16.3,450,6.6,1180,17.4,6251,434.8,974,15.6
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Referrals and Re-referrals,15709,949.8,5585,35.6,7409,47.2,3143,20,12475,754.3,4089,32.8
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,9064,1351.4,2423,26.7,143,1.6,1129,12.5,7416,1105.7,1910,25.8
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,9317,567.7,2372,25.5,0,0,5479,58.8,8232,501.6,1989,24.2
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,383,495.2,68,17.8,38,9.9,108,28.2,328,424.1,52,15.9
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,17417,608,3826,22,1148,6.6,6727,38.6,15098,527.1,3126,20.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,5433,709.4,1292,23.8,52,1,1377,25.3,4919,642.3,1134,23.1
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,5883,863.1,1565,26.6,458,7.8,1732,29.4,5039,739.3,1310,26
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,1367,380.8,207,15.1,c,c,589,43.1,1367,380.8,207,15.1
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,4644,580.9,762,16.4,c,c,1094,23.6,4173,522,655,15.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1413,237.6,208,14.7,23,1.6,280,19.8,1317,221.5,183,13.9
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,2848,618.2,683,24,547,19.2,541,19,2517,546.3,554,22
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,9142,541.9,1858,20.3,779,8.5,3256,35.6,8221,487.3,1578,19.2
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,4691,826.6,1128,24,16,0.3,1902,40.5,4142,729.9,948,22.9
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,2982,755.2,649,21.8,12,0.4,952,31.9,2625,664.8,561,21.4
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,4586,692.4,994,21.7,565,12.3,728,15.9,3964,598.5,849,21.4
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,11330,1000.3,3715,32.8,6086,53.7,1789,15.8,8566,756.2,2634,30.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,5983,1009.2,1455,24.3,218,3.6,1405,23.5,5185,874.6,1154,22.3
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,5497,473.7,1128,20.5,17,0.3,2105,38.3,5011,431.8,989,19.7
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1397,361.1,173,12.4,0,0,383,27.4,1300,336,167,12.8
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,4270,319.3,749,17.5,320,7.5,464,10.9,3944,294.9,667,16.9
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,1876,309.2,372,19.8,163,8.7,771,41.1,1710,281.9,331,19.4
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,9970,326,2089,21,1500,15,3724,37.4,9241,302.2,1873,20.3
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6360,238,983,15.5,0,0,2791,43.9,5859,219.3,872,14.9
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,3462,608.6,694,20,33,1,1258,36.3,3043,535,567,18.6
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,8530,504.6,2095,24.6,791,9.3,2334,27.4,7488,442.9,1740,23.2
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,2755,563.2,741,26.9,467,17,542,19.7,2393,489.2,635,26.5
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,2229,574.8,363,16.3,20,0.9,1084,48.6,2070,533.8,324,15.7
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,6284,413.3,1391,22.1,33,0.5,2516,40,5592,367.8,1182,21.1
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2058,489.7,279,13.6,50,2.4,604,29.3,1950,464,261,13.4
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1644,583.5,387,23.5,204,12.4,522,31.8,1431,507.9,324,22.6
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3405,665.7,841,24.7,332,9.8,942,27.7,2972,581,710,23.9
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,9204,752.2,3029,32.9,947,10.3,2282,24.8,7329,598.9,2209,30.1
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,3676,346.6,547,14.9,68,1.8,800,21.8,3354,316.3,482,14.4
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,19435,686.7,5966,30.7,3384,17.4,7366,37.9,16018,565.9,4660,29.1
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,2613,1036.2,792,30.3,424,16.2,1030,39.4,2174,862.1,600,27.6
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,15805,474.7,3636,23,85,0.5,5991,37.9,13941,418.7,3057,21.9
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,2732,429.4,481,17.6,229,8.4,1111,40.7,2486,390.7,406,16.3
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,3083,457.8,588,19.1,565,18.3,625,20.3,2763,410.3,513,18.6
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,7066,494.8,1405,19.9,469,6.6,2930,41.5,6429,450.2,1185,18.4
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,2487,565.4,645,25.9,113,4.5,406,16.3,2154,489.7,516,24
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,3267,891.3,930,28.5,160,4.9,1086,33.2,2856,779.1,761,26.6
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,5688,1373,1667,29.3,3460,60.8,431,7.6,4525,1092.2,1086,24
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,3044,610.9,810,26.6,8,0.3,109,3.6,2657,533.2,696,26.2
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,11679,450.5,2896,24.8,108,0.9,1430,12.2,10251,395.4,2444,23.8
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1652,458.3,390,23.6,0,0,479,29,1415,392.6,298,21.1
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,8741,508.2,2219,25.4,1127,12.9,3327,38.1,7534,438,1751,23.2
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,992,289.7,117,11.8,116,11.7,148,14.9,941,274.8,102,10.8
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,907,237.6,170,18.7,7,0.8,362,39.9,820,214.8,148,18
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,1156,328.5,232,20.1,35,3,432,37.4,1039,295.2,199,19.2
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Referrals and Re-referrals,1899,537.8,508,26.8,932,49.1,483,25.4,1606,454.8,409,25.5
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,5336,569.5,1234,23.1,640,12,1048,19.6,4571,487.9,997,21.8
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,3309,311.6,527,15.9,280,8.5,900,27.2,3075,289.6,470,15.3
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,5061,352.6,1046,20.7,323,6.4,2049,40.5,4602,320.6,885,19.2
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Referrals and Re-referrals,4847,628.2,1260,26,0,0,1997,41.2,4166,539.9,1052,25.3
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,6878,544.8,1708,24.8,183,2.7,2836,41.2,5988,474.3,1412,23.6
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,c,c,0,0,0,0,0,0,c,c,0,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,1445,335.4,303,21,64,4.4,317,21.9,1288,299,266,20.7
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,4311,825,1328,30.8,473,11,949,22,3657,699.9,1038,28.4
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Referrals and Re-referrals,1301,431.1,254,19.5,0,0,171,13.1,1184,392.3,226,19.1
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Referrals and Re-referrals,4777,435,950,19.9,35,0.7,704,14.7,4271,388.9,811,19
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2562,443.9,602,23.5,339,13.2,810,31.6,2215,383.8,496,22.4
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,3021,610.6,804,26.6,99,3.3,567,18.8,2633,532.2,676,25.7
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,1616,636.9,437,27,230,14.2,69,4.3,1384,545.4,338,24.4
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,3976,377.6,748,18.8,181,4.6,709,17.8,3647,346.4,673,18.5
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,1912,399.1,174,9.1,63,3.3,428,22.4,1816,379.1,156,8.6
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,93,842.4,15,16.1,c,c,38,40.9,87,788,15,17.2
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,3940,631.9,526,13.4,0,0,201,5.1,3714,595.6,480,12.9
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1954,557.6,187,9.6,118,6,275,14.1,1892,539.9,183,9.7
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3954,650.6,629,15.9,1485,37.6,619,15.7,3559,585.7,552,15.5
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,3076,755,667,21.7,98,3.2,326,10.6,2753,675.7,566,20.6
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2642,931.1,623,23.6,1090,41.3,0,0,2255,794.7,512,22.7
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3405,545.5,542,15.9,377,11.1,317,9.3,3097,496.1,483,15.6
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,2768,407.3,334,12.1,46,1.7,159,5.7,2633,387.4,319,12.1
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,4974,581.4,906,18.2,285,5.7,1123,22.6,4569,534.1,800,17.5
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3850,603.4,695,18.1,574,14.9,1398,36.3,3539,554.6,619,17.5
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,2626,394.5,359,13.7,164,6.2,122,4.6,2503,376,338,13.5
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,3672,591.6,806,21.9,468,12.7,0,0,3229,520.2,686,21.2
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1815,411.7,195,10.7,232,12.8,32,1.8,1713,388.5,176,10.3
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,3123,505.1,428,13.7,570,18.3,113,3.6,2896,468.4,385,13.3
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,3325,368,669,20.1,169,5.1,711,21.4,2986,330.5,569,19.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,3134,554.3,719,22.9,148,4.7,1399,44.6,2758,487.8,599,21.7
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,4048,529.9,329,8.1,153,3.8,360,8.9,3833,501.8,306,8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,3258,444.6,598,18.4,129,4,1148,35.2,2958,403.7,509,17.2
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,5195,550.1,961,18.5,493,9.5,1200,23.1,4648,492.1,828,17.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,3422,418.1,538,15.7,156,4.6,555,16.2,3168,387.1,474,15
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,4110,489.8,767,18.7,133,3.2,990,24.1,3690,439.8,672,18.2
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3459,514,440,12.7,105,3,1429,41.3,3260,484.5,418,12.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,2709,470.5,363,13.4,33,1.2,929,34.3,2548,442.5,324,12.7
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,2616,469.3,323,12.3,51,1.9,681,26,2431,436.1,295,12.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,4363,607,870,19.9,c,c,1797,41.2,3872,538.7,747,19.3
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,2673,422.5,567,21.2,55,2.1,573,21.4,2388,377.4,491,20.6
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1147,300.5,138,12,11,1,414,36.1,1091,285.8,128,11.7
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,1569,335.7,76,4.8,46,2.9,204,13,1563,334.4,75,4.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,4159,547,737,17.7,73,1.8,459,11,3806,500.6,645,16.9
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1316,293.3,218,16.6,8,0.6,444,33.7,1209,269.5,199,16.5
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,2719,580.4,534,19.6,309,11.4,1123,41.3,2384,508.9,420,17.6
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,3595,544.7,424,11.8,274,7.6,1430,39.8,3406,516.1,383,11.2
2016,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,621470,532.2,139900,22.5,61800,9.9,158060,25.4,547330,468.7,113820,20.8
2016,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,32650,622.6,6730,20.6,3560,10.9,8850,27.1,29360,559.8,5760,19.6
2016,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,88790,583.6,19690,22.2,7210,8.1,23810,26.8,78990,519.1,16550,20.9
2016,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,69970,610.8,21270,30.4,9160,13.1,17670,25.3,57130,498.8,14510,25.4
2016,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,57310,589.9,14010,24.4,12050,21,14410,25.1,49770,512.3,11290,22.7
2016,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,70570,559,14780,20.9,5550,7.9,21110,29.9,63350,501.8,12630,19.9
2016,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,55310,425.5,12360,22.3,4300,7.8,17340,31.3,48670,374.4,10270,21.1
2016,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,95950,491.6,15390,16,8600,9,17780,18.5,88140,451.6,13500,15.3
2016,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,97760,509.5,22970,23.5,7190,7.4,24120,24.7,85380,445,18910,22.1
2016,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,53160,491.3,12710,23.9,4180,7.9,12980,24.4,46550,430.2,10420,22.4
2016,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,38800,541.5,5650,14.6,5740,14.8,4820,12.4,35860,500.5,5020,14
2016,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,57150,462.7,9740,17,2860,5,12960,22.7,52280,423.3,8480,16.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,2050,904.1,457,22.3,847,41.3,525,25.6,1830,807.1,369,20.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,6054,604,1264,20.9,927,15.3,2211,36.5,5485,547.2,1082,19.7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,2084,523.1,285,13.7,27,1.3,829,39.8,1956,491,267,13.7
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,922,465.1,97,10.5,c,c,303,32.9,878,442.9,88,10
